Time (s),Amplitude (µV)
19.01964173,36
19.02540176,44
19.0311618,63
19.03692184,50
19.04268187,32
19.04844191,11
19.05420195,-9
19.05996198,-33
19.06572202,-40
19.07148206,-43
19.07724209,-38
19.08300213,-36
19.08876217,-37
19.0945222,-45
19.10028224,-43
19.10604228,-26
19.11180232,4
19.11756235,11
19.12332239,31
19.12908243,27
19.13484246,36
19.1406025,2
19.14636254,-17
19.15212257,-49
19.15788261,-68
19.16364265,-82
19.16940268,-96
19.17516272,-108
19.18092276,-146
19.18668279,-140
19.19244283,-139
19.19820287,-118
19.20396291,-92
19.20972294,-83
19.21548298,-59
19.22124302,-61
19.22700305,-42
19.23276309,-19
19.23852313,-2
19.24428316,26
19.2500432,52
19.25580324,94
19.26156327,108
19.26732331,110
19.27308335,81
19.27884338,58
19.28460342,36
19.29036346,18
19.2961235,-13
19.30188353,-54
19.30764357,-72
19.31340361,-69
19.31916364,-55
19.32492368,-32
19.33068372,-29
19.33644375,-15
19.34220379,-14
19.34796383,0
19.35372386,10
19.3594839,5
19.36524394,35
19.37100397,62
19.37676401,95
19.38252405,116
19.38828409,110
19.39404412,101
19.39980416,67
19.4055642,54
19.41132423,31
19.41708427,-4
19.42284431,-29
19.42860434,-45
19.43436438,-23
19.44012442,-13
19.44588445,-12
19.45164449,-25
19.45740453,-21
19.46316456,-39
19.4689246,-16
19.47468464,-7
19.48044467,3
19.48620471,16
19.49196475,34
19.49772479,71
19.50348482,92
19.50924486,114
19.5150049,125
19.52076493,125
19.52652497,113
19.53228501,114
19.53804504,73
19.54380508,42
19.54956512,6
19.55532515,-22
19.56108519,-36
19.56684523,-29
19.57260526,-20
19.5783653,-33
19.58412534,-65
19.58988538,-99
19.59564541,-132
19.60140545,-147
19.60716549,-140
19.61292552,-136
19.61868556,-122
19.6244456,-103
19.63020563,-67
19.63596567,-37
19.64172571,-6
19.64748574,19
19.65324578,41
19.65900582,49
19.66476585,60
19.67052589,50
19.67628593,16
19.68204597,-16
19.687806,-54
19.69356604,-65
19.69932608,-78
19.70508611,-77
19.71084615,-62
19.71660619,-75
19.72236622,-83
19.72812626,-86
19.7338863,-100
19.73964633,-98
19.74540637,-80
19.75116641,-57
19.75692644,-43
19.76268648,-25
19.76844652,-36
19.77420655,-11
19.77996659,-12
19.78572663,-8
19.79148667,-12
19.7972467,-36
19.80300674,-41
19.80876678,-37
19.81452681,-53
19.82028685,-69
19.82604689,-82
19.83180692,-84
19.83756696,-79
19.843327,-80
19.84908703,-73
19.85484707,-56
19.86060711,-53
19.86636714,-52
19.87212718,-39
19.87788722,-46
19.88364726,-32
19.88940729,-21
19.89516733,-21
19.90092737,-19
19.9066874,-3
19.91244744,-14
19.91820748,-9
19.92396751,-20
19.92972755,-20
19.93548759,-21
19.94124762,-40
19.94700766,-42
19.9527677,-59
19.95852773,-53
19.96428777,-54
19.97004781,-40
19.97580785,-37
19.98156788,-31
19.98732792,-20
19.99308796,-23
19.99884799,-1
20.00460803,10
20.01036807,45
20.0161281,52
20.02188814,72
20.02764818,75
20.03340821,69
20.03916825,65
20.04492829,55
20.05068832,72
20.05644836,62
20.0622084,52
20.06796843,37
20.07372847,35
20.07948851,18
20.08524855,5
20.09100858,12
20.09676862,14
20.10252866,21
20.10828869,19
20.11404873,14
20.11980877,6
20.1255688,10
20.13132884,35
20.13708888,37
20.14284891,50
20.14860895,56
20.15436899,78
20.16012902,73
20.16588906,68
20.1716491,61
20.17740914,76
20.18316917,69
20.18892921,80
20.19468925,70
20.20044928,69
20.20620932,63
20.21196936,76
20.21772939,72
20.22348943,76
20.22924947,72
20.2350095,77
20.24076954,87
20.24652958,98
20.25228961,108
20.25804965,123
20.26380969,142
20.26956973,166
20.27532976,179
20.2810898,180
20.28684984,174
20.29260987,157
20.29836991,149
20.30412995,131
20.30988998,127
20.31565002,101
20.32141006,47
20.32717009,-2
20.33293013,-36
20.33869017,-40
20.3444502,-38
20.35021024,-23
20.35597028,-23
20.36173032,-26
20.36749035,-33
20.37325039,-44
20.37901043,-42
20.38477046,-39
20.3905305,-14
20.39629054,-4
20.40205057,14
20.40781061,25
20.41357065,31
20.41933068,39
20.42509072,41
20.43085076,50
20.43661079,39
20.44237083,40
20.44813087,26
20.4538909,27
20.45965094,-14
20.46541098,-28
20.47117102,-44
20.47693105,-55
20.48269109,-42
20.48845113,-44
20.49421116,-38
20.4999712,-36
20.50573124,-38
20.51149127,-19
20.51725131,-1
20.52301135,27
20.52877138,53
20.53453142,68
20.54029146,55
20.54605149,46
20.55181153,40
20.55757157,7
20.56333161,-2
20.56909164,-26
20.57485168,-35
20.58061172,-61
20.58637175,-69
20.59213179,-68
20.59789183,-63
20.60365186,-70
20.6094119,-69
20.61517194,-76
20.62093197,-77
20.62669201,-63
20.63245205,-36
20.63821208,-17
20.64397212,-1
20.64973216,14
20.6554922,27
20.66125223,25
20.66701227,32
20.67277231,45
20.67853234,59
20.68429238,74
20.69005242,73
20.69581245,66
20.70157249,33
20.70733253,16
20.71309256,-5
20.7188526,-25
20.72461264,-23
20.73037267,-19
20.73613271,-30
20.74189275,-51
20.74765278,-57
20.75341282,-69
20.75917286,-63
20.7649329,-46
20.77069293,-27
20.77645297,5
20.78221301,23
20.78797304,28
20.79373308,30
20.79949312,13
20.80525315,13
20.81101319,14
20.81677323,16
20.82253326,7
20.8282933,13
20.83405334,7
20.83981337,-2
20.84557341,-2
20.85133345,5
20.85709349,14
20.86285352,12
20.86861356,13
20.8743736,1
20.88013363,-10
20.88589367,-10
20.89165371,2
20.89741374,9
20.90317378,22
20.90893382,30
20.91469385,36
20.92045389,24
20.92621393,31
20.93197396,30
20.937734,25
20.94349404,16
20.94925408,-14
20.95501411,-54
20.96077415,-105
20.96653419,-139
20.97229422,-132
20.97805426,-112
20.9838143,-84
20.98957433,-47
20.99533437,-21
21.00109441,-17
21.00685444,-20
21.01261448,-25
21.01837452,-24
21.02413455,-8
21.02989459,19
21.03565463,21
21.04141467,17
21.0471747,30
21.05293474,12
21.05869478,43
21.06445481,36
21.07021485,45
21.07597489,30
21.08173492,16
21.08749496,-6
21.093255,-12
21.09901503,-6
21.10477507,-15
21.11053511,7
21.11629514,15
21.12205518,10
21.12781522,-1
21.13357525,-14
21.13933529,-38
21.14509533,-57
21.15085537,-66
21.1566154,-81
21.16237544,-82
21.16813548,-90
21.17389551,-100
21.17965555,-121
21.18541559,-126
21.19117562,-116
21.19693566,-100
21.2026957,-104
21.20845573,-99
21.21421577,-117
21.21997581,-134
21.22573584,-140
21.23149588,-107
21.23725592,-71
21.24301596,-28
21.24877599,-19
21.25453603,-11
21.26029607,-21
21.2660561,-29
21.27181614,-24
21.27757618,-42
21.28333621,-48
21.28909625,-62
21.29485629,-54
21.30061632,-63
21.30637636,-36
21.3121364,-17
21.31789643,27
21.32365647,51
21.32941651,83
21.33517655,82
21.34093658,60
21.34669662,40
21.35245666,9
21.35821669,10
21.36397673,14
21.36973677,15
21.3754968,8
21.38125684,-4
21.38701688,-11
21.39277691,10
21.39853695,13
21.40429699,17
21.41005702,43
21.41581706,47
21.4215771,82
21.42733713,106
21.43309717,118
21.43885721,114
21.44461725,113
21.45037728,117
21.45613732,120
21.46189736,105
21.46765739,73
21.47341743,51
21.47917747,13
21.4849375,-8
21.49069754,-32
21.49645758,-45
21.50221761,-42
21.50797765,-34
21.51373769,-12
21.51949772,1
21.52525776,35
21.5310178,70
21.53677784,101
21.54253787,114
21.54829791,113
21.55405795,103
21.55981798,77
21.56557802,61
21.57133806,48
21.57709809,33
21.58285813,19
21.58861817,9
21.5943782,-20
21.60013824,-40
21.60589828,-43
21.61165831,-36
21.61741835,-8
21.62317839,21
21.62893843,44
21.63469846,44
21.6404585,42
21.64621854,37
21.65197857,31
21.65773861,19
21.66349865,13
21.66925868,25
21.67501872,19
21.68077876,2
21.68653879,-5
21.69229883,-9
21.69805887,-2
21.7038189,-21
21.70957894,-31
21.71533898,-37
21.72109902,-70
21.72685905,-73
21.73261909,-89
21.73837913,-93
21.74413916,-80
21.7498992,-64
21.75565924,-31
21.76141927,-13
21.76717931,8
21.77293935,29
21.77869938,30
21.78445942,37
21.79021946,36
21.79597949,34
21.80173953,16
21.80749957,-6
21.8132596,-31
21.81901964,-47
21.82477968,-47
21.83053972,-31
21.83629975,-32
21.84205979,-17
21.84781983,-1
21.85357986,1
21.8593399,-2
21.86509994,-24
21.87085997,-21
21.87662001,-28
21.88238005,-8
21.88814008,5
21.89390012,15
21.89966016,7
21.90542019,2
21.91118023,15
21.91694027,17
21.92270031,18
21.92846034,20
21.93422038,17
21.93998042,4
21.94574045,21
21.95150049,39
21.95726053,70
21.96302056,94
21.9687806,109
21.97454064,126
21.98030067,125
21.98606071,122
21.99182075,125
21.99758078,104
22.00334082,87
22.00910086,62
22.0148609,45
22.02062093,20
22.02638097,6
22.03214101,-12
22.03790104,-29
22.04366108,-37
22.04942112,-42
22.05518115,-46
22.06094119,-74
22.06670123,-92
22.07246126,-92
22.0782213,-64
22.08398134,-4
22.08974137,30
22.09550141,60
22.10126145,70
22.10702148,67
22.11278152,79
22.11854156,68
22.1243016,75
22.13006163,57
22.13582167,31
22.14158171,-18
22.14734174,-53
22.15310178,-82
22.15886182,-70
22.16462185,-66
22.17038189,-28
22.17614193,-13
22.18190196,-8
22.187662,-28
22.19342204,-60
22.19918207,-80
22.20494211,-75
22.21070215,-43
22.21646219,-16
22.22222222,1
22.22798226,-1
22.2337423,-11
22.23950233,-24
22.24526237,-37
22.25102241,-52
22.25678244,-67
22.26254248,-77
22.26830252,-88
22.27406255,-95
22.27982259,-106
22.28558263,-95
22.29134266,-77
22.2971027,-66
22.30286274,-45
22.30862278,-35
22.31438281,-39
22.32014285,-42
22.32590289,-26
22.33166292,6
22.33742296,42
22.343183,61
22.34894303,50
22.35470307,45
22.36046311,14
22.36622314,23
22.37198318,31
22.37774322,49
22.38350325,62
22.38926329,67
22.39502333,78
22.40078337,63
22.4065434,92
22.41230344,97
22.41806348,106
22.42382351,109
22.42958355,93
22.43534359,76
22.44110362,42
22.44686366,20
22.4526237,13
22.45838373,2
22.46414377,8
22.46990381,18
22.47566384,31
22.48142388,17
22.48718392,25
22.49294395,19
22.49870399,49
22.50446403,75
22.51022407,104
22.5159841,110
22.52174414,92
22.52750418,90
22.53326421,70
22.53902425,57
22.54478429,53
22.55054432,45
22.55630436,33
22.5620644,13
22.56782443,-3
22.57358447,-24
22.57934451,-54
22.58510454,-84
22.59086458,-94
22.59662462,-101
22.60238466,-108
22.60814469,-123
22.61390473,-140
22.61966477,-152
22.6254248,-129
22.63118484,-94
22.63694488,-47
22.64270491,-4
22.64846495,30
22.65422499,43
22.65998502,39
22.66574506,32
22.6715051,21
22.67726513,-2
22.68302517,-3
22.68878521,-17
22.69454525,-17
22.70030528,-28
22.70606532,-35
22.71182536,-24
22.71758539,-20
22.72334543,-19
22.72910547,-15
22.7348655,-20
22.74062554,-43
22.74638558,-44
22.75214561,-31
22.75790565,-31
22.76366569,-16
22.76942572,-25
22.77518576,-21
22.7809458,-24
22.78670583,-18
22.79246587,-20
22.79822591,-20
22.80398595,-22
22.80974598,-22
22.81550602,-43
22.82126606,-79
22.82702609,-98
22.83278613,-106
22.83854617,-99
22.8443062,-87
22.85006624,-57
22.85582628,-42
22.86158631,-36
22.86734635,-34
22.87310639,-38
22.87886642,-35
22.88462646,-19
22.8903865,10
22.89614654,13
22.90190657,-2
22.90766661,-6
22.91342665,-35
22.91918668,-50
22.92494672,-62
22.93070676,-68
22.93646679,-63
22.94222683,-68
22.94798687,-59
22.9537469,-43
22.95950694,-19
22.96526698,5
22.97102701,41
22.97678705,54
22.98254709,63
22.98830713,71
22.99406716,76
22.9998272,69
23.00558724,70
23.01134727,66
23.01710731,57
23.02286735,41
23.02862738,22
23.03438742,16
23.04014746,-23
23.04590749,-36
23.05166753,-57
23.05742757,-43
23.0631876,-28
23.06894764,-3
23.07470768,20
23.08046771,31
23.08622775,47
23.09198779,55
23.09774783,55
23.10350786,45
23.1092679,28
23.11502794,10
23.12078797,-34
23.12654801,-47
23.13230805,-43
23.13806808,-30
23.14382812,-24
23.14958816,-19
23.15534819,-22
23.16110823,-39
23.16686827,-49
23.1726283,-58
23.17838834,-46
23.18414838,-26
23.18990842,-1
23.19566845,24
23.20142849,29
23.20718853,31
23.21294856,32
23.2187086,21
23.22446864,23
23.23022867,8
23.23598871,-11
23.24174875,-35
23.24750878,-40
23.25326882,-63
23.25902886,-66
23.26478889,-72
23.27054893,-64
23.27630897,-65
23.28206901,-65
23.28782904,-37
23.29358908,-23
23.29934912,-6
23.30510915,-14
23.31086919,-17
23.31662923,-19
23.32238926,5
23.3281493,35
23.33390934,44
23.33966937,40
23.34542941,30
23.35118945,27
23.35694948,4
23.36270952,-9
23.36846956,-35
23.3742296,-38
23.37998963,-50
23.38574967,-54
23.39150971,-26
23.39726974,-36
23.40302978,-20
23.40878982,-35
23.41454985,-21
23.42030989,-22
23.42606993,-18
23.43182996,-13
23.43759,-12
23.44335004,-8
23.44911007,-19
23.45487011,-30
23.46063015,-55
23.46639018,-63
23.47215022,-55
23.47791026,-42
23.4836703,-25
23.48943033,-3
23.49519037,25
23.50095041,37
23.50671044,57
23.51247048,59
23.51823052,76
23.52399055,79
23.52975059,97
23.53551063,110
23.54127066,91
23.5470307,85
23.55279074,80
23.55855077,84
23.56431081,93
23.57007085,110
23.57583089,117
23.58159092,104
23.58735096,88
23.593111,110
